CompoundName,MixerLine,material_system,phase_route,template_id,historical_order_id,historical_batch_number,historical_actual_kwh,historical_actual_mooney,historical_best_actual_saving_pct,candidate_role,profile_Stage2_DryMixing_Duration,profile_Stage3_OilLoading_Duration,profile_Stage4_WetMixing_Duration,profile_Stage5_PID_Duration,profile_Stage6_BottomMixing_Duration,profile_Target_Temperature,context_difference_ambient_temperature_difference,context_difference_ambient_humidity_difference,context_difference_material_initial_temperature_difference,context_difference_batch_weight_difference,context_difference_fill_factor_difference,context_difference_supplier_COA_difference,context_difference_raw_material_lot_difference,context_difference_mixer_line_difference,context_difference_route_difference,context_difference_historical_batch_age_days
M1-B00458---- 12 004,MB02,CarbonBlack,OilWet,1836818,1836818,2,25.0825,40.016666666666666,13.02,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,26.0,5.0,24.0,36.0,145.0,7.2,25.0,34.0,0.0,0.0,20.2,0,0,0,-25
M1-B00458---- 12 004,MB02,CarbonBlack,OilWet,1885820,1885820,2,25.086666666666666,42.47666666666667,13.01,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,25.0,5.0,22.0,48.0,145.0,14.0,24.0,35.0,0.0,0.0,23.65,0,0,0,-52
M1-B00458---- 12 004,MB02,CarbonBlack,OilWet,2025~1742938,2025~1742938,3,25.091738605906297,44.1,12.99,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,26.0,10.0,23.0,31.0,145.0,4.9,13.0,24.0,0.0,0.0,23.0,0,0,0,23
M1-B00458---- 12 004,MB02,CarbonBlack,OilWet,2025~1734360,2025~1734360,1,25.1025,40.92333333333334,12.95,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,25.0,11.0,23.0,33.0,145.0,9.2,24.0,9.0,0.0,0.0,21.225,0,0,0,27
M1-B00458---- 12 004,MB02,CarbonBlack,OilWet,1846817,1846817,1,25.143194444444443,42.873333333333335,12.81,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,26.0,8.0,21.0,38.0,145.0,12.7,30.0,13.0,0.0,0.0,20.95,0,0,0,-30
M1-B00458---- 12 004,MB02,CarbonBlack,OilWet,2209970,2209970,3,25.14388888888889,41.92,12.81,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,22.0,5.0,30.0,37.0,145.0,5.0,10.0,39.0,0.0,0.0,21.7,0,0,0,-231
M1-B00458---- 12 004,MB02,CarbonBlack,OilWet,1844458,1844458,1,25.152638888888887,42.906666666666666,12.78,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,26.0,5.0,22.0,39.0,145.0,12.7,30.0,13.0,0.0,0.0,20.95,0,0,0,-30
M1-B00458---- 12 004,MB02,CarbonBlack,OilWet,1860237,1860237,3,25.161944444444444,44.88666666666666,12.75,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,26.0,5.0,18.0,47.0,145.0,14.3,23.0,40.0,0.0,0.0,22.75,0,0,0,-39
M1-B00458---- 12 004,MB02,CarbonBlack,OilWet,1889333,1889333,3,25.179166666666667,42.53666666666667,12.69,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,25.0,5.0,26.0,47.0,145.0,17.3,21.0,47.0,0.0,0.0,23.35,0,0,0,-55
M1-B00458---- 12 004,MB02,CarbonBlack,OilWet,2025~1711196,2025~1711196,2,25.184583333333332,40.10333333333333,12.67,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,25.0,12.0,25.0,37.0,145.0,0.3,15.0,35.0,0.0,0.0,21.85,0,0,0,42
M1-B00458---- 12 004,MB02,CarbonBlack,OilWet,2025~1742917,2025~1742917,2,25.21388888888889,44.16666666666666,12.57,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,46.0,25.0,11.0,23.0,32.0,145.0,2.9,4.0,28.0,0.0,0.0,25.05,0,0,0,24
M1-B00458---- 12 004,MB02,CarbonBlack,OilWet,2025~1742917,2025~1742917,3,25.24736111111111,44.16666666666666,12.45,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,26.0,10.0,24.0,32.0,145.0,2.9,4.0,35.0,0.0,0.0,25.05,0,0,0,24
M1-B00458---- 12 004,MB02,CarbonBlack,OilWet,2025~1711196,2025~1711196,3,25.25888888888889,40.10333333333333,12.41,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,26.0,5.0,32.0,37.0,145.0,0.3,15.0,34.0,0.0,0.0,21.85,0,0,0,42
M1-B00458---- 12 004,MB02,CarbonBlack,OilWet,2025~1733247,2025~1733247,3,25.28486111111111,40.79333333333333,12.32,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,26.0,13.0,26.0,33.0,145.0,10.2,28.0,35.0,0.0,0.0,23.65,0,0,0,29
M1-B00458---- 12 004,MB02,CarbonBlack,OilWet,2160870,2160870,4,25.31138888888889,40.46333333333333,12.23,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,22.0,5.0,33.0,43.0,145.0,12.3,19.0,41.0,0.0,0.0,22.7,0,0,0,-201
M1-B00458---- 12 004,MB02,CarbonBlack,OilWet,1844491,1844491,1,25.325694444444444,42.583333333333336,12.18,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,46.0,25.0,5.0,25.0,37.0,145.0,12.7,30.0,14.0,0.0,0.0,20.95,0,0,0,-30
M1-B00458---- 12 004,MB02,CarbonBlack,OilWet,1836265,1836265,3,25.328124553411932,41.22,12.17,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,46.0,25.0,9.0,22.0,37.0,145.0,3.9,19.0,29.0,0.0,0.0,23.0,0,0,0,-24
M1-B00458---- 12 004,MB02,CarbonBlack,OilWet,1844458,1844458,3,25.3775,42.906666666666666,12.0,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,25.0,5.0,27.0,38.0,145.0,12.7,30.0,38.0,0.0,0.0,20.95,0,0,0,-30
M1-B00458---- 12 004,MB02,CarbonBlack,OilWet,2025~1733253,2025~1733253,1,25.400833333333335,40.32666666666667,11.92,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,46.0,25.0,10.0,23.0,33.0,145.0,11.8,34.0,11.0,0.0,0.0,21.05,0,0,0,27
M1-B00458---- 12 004,MB02,CarbonBlack,OilWet,2025~1742938,2025~1742938,1,25.424999999999997,44.1,11.84,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,25.0,10.0,22.0,32.0,145.0,4.9,13.0,4.0,0.0,0.0,23.0,0,0,0,23
M1-B00458---- 12 004,MB02,CarbonBlack,OilWet,1836818,1836818,2,25.0825,40.016666666666666,10.82,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,26.0,5.0,24.0,36.0,145.0,7.2,25.0,0.0,0.0,0.0,20.2,0,0,0,-25
M1-B00458---- 12 004,MB02,CarbonBlack,OilWet,1885820,1885820,2,25.086666666666666,42.47666666666667,10.8,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,25.0,5.0,22.0,48.0,145.0,14.0,24.0,1.0,0.0,0.0,23.65,0,0,0,-52
M1-B00458---- 12 004,MB02,CarbonBlack,OilWet,2025~1742938,2025~1742938,3,25.091738605906297,44.1,10.79,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,26.0,10.0,23.0,31.0,145.0,4.9,13.0,10.0,0.0,0.0,23.0,0,0,0,23
M1-B00458---- 12 004,MB02,CarbonBlack,OilWet,2025~1734360,2025~1734360,1,25.1025,40.92333333333334,10.75,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,25.0,11.0,23.0,33.0,145.0,9.2,24.0,25.0,0.0,0.0,21.225,0,0,0,27
M1-B00458---- 12 004,MB02,CarbonBlack,OilWet,1846817,1846817,1,25.143194444444443,42.873333333333335,10.6,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,26.0,8.0,21.0,38.0,145.0,12.7,30.0,21.0,0.0,0.0,20.95,0,0,0,-30
M1-B00458---- 12 004,MB02,CarbonBlack,OilWet,2209970,2209970,3,25.14388888888889,41.92,10.6,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,22.0,5.0,30.0,37.0,145.0,5.0,10.0,5.0,0.0,0.0,21.7,0,0,0,-231
M1-B00458---- 12 004,MB02,CarbonBlack,OilWet,1844458,1844458,1,25.152638888888887,42.906666666666666,10.57,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,26.0,5.0,22.0,39.0,145.0,12.7,30.0,21.0,0.0,0.0,20.95,0,0,0,-30
M1-B00458---- 12 004,MB02,CarbonBlack,OilWet,1860237,1860237,3,25.161944444444444,44.88666666666666,10.54,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,26.0,5.0,18.0,47.0,145.0,14.3,23.0,6.0,0.0,0.0,22.75,0,0,0,-39
M1-B00458---- 12 004,MB02,CarbonBlack,OilWet,1889333,1889333,3,25.179166666666667,42.53666666666667,10.47,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,25.0,5.0,26.0,47.0,145.0,17.3,21.0,13.0,0.0,0.0,23.35,0,0,0,-55
M1-B00458---- 12 004,MB02,CarbonBlack,OilWet,2025~1711196,2025~1711196,2,25.184583333333332,40.10333333333333,10.46,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,25.0,12.0,25.0,37.0,145.0,0.3,15.0,1.0,0.0,0.0,21.85,0,0,0,42
M1-B00458---- 12 004,MB02,CarbonBlack,OilWet,2025~1742917,2025~1742917,2,25.21388888888889,44.16666666666666,10.35,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,46.0,25.0,11.0,23.0,32.0,145.0,2.9,4.0,6.0,0.0,0.0,25.05,0,0,0,24
M1-B00458---- 12 004,MB02,CarbonBlack,OilWet,2025~1742917,2025~1742917,3,25.24736111111111,44.16666666666666,10.23,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,26.0,10.0,24.0,32.0,145.0,2.9,4.0,1.0,0.0,0.0,25.05,0,0,0,24
M1-B00458---- 12 004,MB02,CarbonBlack,OilWet,2025~1711196,2025~1711196,3,25.25888888888889,40.10333333333333,10.19,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,26.0,5.0,32.0,37.0,145.0,0.3,15.0,0.0,0.0,0.0,21.85,0,0,0,42
M1-B00458---- 12 004,MB02,CarbonBlack,OilWet,2025~1733247,2025~1733247,3,25.28486111111111,40.79333333333333,10.1,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,26.0,13.0,26.0,33.0,145.0,10.2,28.0,1.0,0.0,0.0,23.65,0,0,0,29
M1-B00458---- 12 004,MB02,CarbonBlack,OilWet,2160870,2160870,4,25.31138888888889,40.46333333333333,10.0,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,22.0,5.0,33.0,43.0,145.0,12.3,19.0,7.0,0.0,0.0,22.7,0,0,0,-201
M1-B00458---- 12 004,MB02,CarbonBlack,OilWet,1844491,1844491,1,25.325694444444444,42.583333333333336,9.95,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,46.0,25.0,5.0,25.0,37.0,145.0,12.7,30.0,20.0,0.0,0.0,20.95,0,0,0,-30
M1-B00458---- 12 004,MB02,CarbonBlack,OilWet,1836265,1836265,3,25.328124553411932,41.22,9.95,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,46.0,25.0,9.0,22.0,37.0,145.0,3.9,19.0,5.0,0.0,0.0,23.0,0,0,0,-24
M1-B00458---- 12 004,MB02,CarbonBlack,OilWet,1844458,1844458,3,25.3775,42.906666666666666,9.77,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,25.0,5.0,27.0,38.0,145.0,12.7,30.0,4.0,0.0,0.0,20.95,0,0,0,-30
M1-B00458---- 12 004,MB02,CarbonBlack,OilWet,2025~1733253,2025~1733253,1,25.400833333333335,40.32666666666667,9.69,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,46.0,25.0,10.0,23.0,33.0,145.0,11.8,34.0,23.0,0.0,0.0,21.05,0,0,0,27
M1-B00458---- 12 004,MB02,CarbonBlack,OilWet,2025~1742938,2025~1742938,1,25.424999999999997,44.1,9.6,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,25.0,10.0,22.0,32.0,145.0,4.9,13.0,30.0,0.0,0.0,23.0,0,0,0,23
M1-B00458---- 12 004,MB02,CarbonBlack,OilWet,1836818,1836818,2,25.0825,40.016666666666666,9.93,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,26.0,5.0,24.0,36.0,145.0,7.2,25.0,0.0,0.0,0.0,20.2,0,0,0,-25
M1-B00458---- 12 004,MB02,CarbonBlack,OilWet,1885820,1885820,2,25.086666666666666,42.47666666666667,9.92,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,25.0,5.0,22.0,48.0,145.0,14.0,24.0,1.0,0.0,0.0,23.65,0,0,0,-52
M1-B00458---- 12 004,MB02,CarbonBlack,OilWet,2025~1742938,2025~1742938,3,25.091738605906297,44.1,9.9,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,26.0,10.0,23.0,31.0,145.0,4.9,13.0,10.0,0.0,0.0,23.0,0,0,0,23
M1-B00458---- 12 004,MB02,CarbonBlack,OilWet,2025~1734360,2025~1734360,1,25.1025,40.92333333333334,9.86,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,25.0,11.0,23.0,33.0,145.0,9.2,24.0,25.0,0.0,0.0,21.225,0,0,0,27
M1-B00458---- 12 004,MB02,CarbonBlack,OilWet,1846817,1846817,1,25.143194444444443,42.873333333333335,9.71,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,26.0,8.0,21.0,38.0,145.0,12.7,30.0,21.0,0.0,0.0,20.95,0,0,0,-30
M1-B00458---- 12 004,MB02,CarbonBlack,OilWet,2209970,2209970,3,25.14388888888889,41.92,9.71,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,22.0,5.0,30.0,37.0,145.0,5.0,10.0,5.0,0.0,0.0,21.7,0,0,0,-231
M1-B00458---- 12 004,MB02,CarbonBlack,OilWet,1844458,1844458,1,25.152638888888887,42.906666666666666,9.68,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,26.0,5.0,22.0,39.0,145.0,12.7,30.0,21.0,0.0,0.0,20.95,0,0,0,-30
M1-B00458---- 12 004,MB02,CarbonBlack,OilWet,1860237,1860237,3,25.161944444444444,44.88666666666666,9.65,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,26.0,5.0,18.0,47.0,145.0,14.3,23.0,6.0,0.0,0.0,22.75,0,0,0,-39
M1-B00458---- 12 004,MB02,CarbonBlack,OilWet,1889333,1889333,3,25.179166666666667,42.53666666666667,9.58,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,25.0,5.0,26.0,47.0,145.0,17.3,21.0,13.0,0.0,0.0,23.35,0,0,0,-55
M1-B00458---- 12 004,MB02,CarbonBlack,OilWet,2025~1711196,2025~1711196,2,25.184583333333332,40.10333333333333,9.56,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,25.0,12.0,25.0,37.0,145.0,0.3,15.0,1.0,0.0,0.0,21.85,0,0,0,42
M1-B00458---- 12 004,MB02,CarbonBlack,OilWet,2025~1742917,2025~1742917,2,25.21388888888889,44.16666666666666,9.46,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,46.0,25.0,11.0,23.0,32.0,145.0,2.9,4.0,6.0,0.0,0.0,25.05,0,0,0,24
M1-B00458---- 12 004,MB02,CarbonBlack,OilWet,2025~1742917,2025~1742917,3,25.24736111111111,44.16666666666666,9.34,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,26.0,10.0,24.0,32.0,145.0,2.9,4.0,1.0,0.0,0.0,25.05,0,0,0,24
M1-B00458---- 12 004,MB02,CarbonBlack,OilWet,2025~1711196,2025~1711196,3,25.25888888888889,40.10333333333333,9.3,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,26.0,5.0,32.0,37.0,145.0,0.3,15.0,0.0,0.0,0.0,21.85,0,0,0,42
M1-B00458---- 12 004,MB02,CarbonBlack,OilWet,2025~1733247,2025~1733247,3,25.28486111111111,40.79333333333333,9.2,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,26.0,13.0,26.0,33.0,145.0,10.2,28.0,1.0,0.0,0.0,23.65,0,0,0,29
M1-B00458---- 12 004,MB02,CarbonBlack,OilWet,2160870,2160870,4,25.31138888888889,40.46333333333333,9.11,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,22.0,5.0,33.0,43.0,145.0,12.3,19.0,7.0,0.0,0.0,22.7,0,0,0,-201
M1-B00458---- 12 004,MB02,CarbonBlack,OilWet,1844491,1844491,1,25.325694444444444,42.583333333333336,9.06,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,46.0,25.0,5.0,25.0,37.0,145.0,12.7,30.0,20.0,0.0,0.0,20.95,0,0,0,-30
M1-B00458---- 12 004,MB02,CarbonBlack,OilWet,1836265,1836265,3,25.328124553411932,41.22,9.05,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,46.0,25.0,9.0,22.0,37.0,145.0,3.9,19.0,5.0,0.0,0.0,23.0,0,0,0,-24
M1-B00458---- 12 004,MB02,CarbonBlack,OilWet,1844458,1844458,3,25.3775,42.906666666666666,8.87,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,25.0,5.0,27.0,38.0,145.0,12.7,30.0,4.0,0.0,0.0,20.95,0,0,0,-30
M1-B00458---- 12 004,MB02,CarbonBlack,OilWet,2025~1733253,2025~1733253,1,25.400833333333335,40.32666666666667,8.79,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,46.0,25.0,10.0,23.0,33.0,145.0,11.8,34.0,23.0,0.0,0.0,21.05,0,0,0,27
M1-B00458---- 12 004,MB02,CarbonBlack,OilWet,2025~1742938,2025~1742938,1,25.424999999999997,44.1,8.7,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,25.0,10.0,22.0,32.0,145.0,4.9,13.0,30.0,0.0,0.0,23.0,0,0,0,23
M1-B00458---- 12 004,MB02,CarbonBlack,OilWet,2025~1731325,2025~1731325,8,25.06527777777778,38.19,16.33,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,25.0,3.0,32.0,33.0,145.0,7.0,36.0,25.0,0.0,0.0,23.65,0,0,0,26
M1-B00458---- 12 004,MB02,CarbonBlack,OilWet,1836818,1836818,2,25.0825,40.016666666666666,16.28,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,26.0,5.0,24.0,36.0,145.0,10.4,33.0,39.0,0.0,0.0,20.2,0,0,0,-28
M1-B00458---- 12 004,MB02,CarbonBlack,OilWet,1885820,1885820,2,25.086666666666666,42.47666666666667,16.26,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,25.0,5.0,22.0,48.0,145.0,17.2,32.0,40.0,0.0,0.0,23.65,0,0,0,-56
M1-B00458---- 12 004,MB02,CarbonBlack,OilWet,2025~1742938,2025~1742938,3,25.091738605906297,44.1,16.25,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,26.0,10.0,23.0,31.0,145.0,1.7,21.0,29.0,0.0,0.0,23.0,0,0,0,20
M1-B00458---- 12 004,MB02,CarbonBlack,OilWet,2025~1734360,2025~1734360,1,25.1025,40.92333333333334,16.21,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,25.0,11.0,23.0,33.0,145.0,6.0,32.0,14.0,0.0,0.0,21.225,0,0,0,24
M1-B00458---- 12 004,MB02,CarbonBlack,OilWet,1846817,1846817,1,25.143194444444443,42.873333333333335,16.07,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,26.0,8.0,21.0,38.0,145.0,15.9,38.0,18.0,0.0,0.0,20.95,0,0,0,-34
M1-B00458---- 12 004,MB02,CarbonBlack,OilWet,2209970,2209970,3,25.14388888888889,41.92,16.07,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,22.0,5.0,30.0,37.0,145.0,8.2,2.0,44.0,0.0,0.0,21.7,0,0,0,-235
M1-B00458---- 12 004,MB02,CarbonBlack,OilWet,1844458,1844458,1,25.152638888888887,42.906666666666666,16.04,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,26.0,5.0,22.0,39.0,145.0,15.9,38.0,18.0,0.0,0.0,20.95,0,0,0,-33
M1-B00458---- 12 004,MB02,CarbonBlack,OilWet,1860237,1860237,3,25.161944444444444,44.88666666666666,16.01,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,26.0,5.0,18.0,47.0,145.0,17.5,31.0,45.0,0.0,0.0,22.75,0,0,0,-43
M1-B00458---- 12 004,MB02,CarbonBlack,OilWet,1889333,1889333,3,25.179166666666667,42.53666666666667,15.95,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,25.0,5.0,26.0,47.0,145.0,20.5,29.0,52.0,0.0,0.0,23.35,0,0,0,-58
M1-B00458---- 12 004,MB02,CarbonBlack,OilWet,2025~1711196,2025~1711196,2,25.184583333333332,40.10333333333333,15.94,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,25.0,12.0,25.0,37.0,145.0,3.5,7.0,40.0,0.0,0.0,21.85,0,0,0,39
M1-B00458---- 12 004,MB02,CarbonBlack,OilWet,2025~1742917,2025~1742917,2,25.21388888888889,44.16666666666666,15.84,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,46.0,25.0,11.0,23.0,32.0,145.0,0.3,4.0,33.0,0.0,0.0,25.05,0,0,0,20
M1-B00458---- 12 004,MB02,CarbonBlack,OilWet,2024~1658392,2024~1658392,4,25.241805555555555,39.93,15.75,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,25.0,14.0,23.0,33.0,145.0,0.5,14.0,39.0,0.0,0.0,23.05,0,0,0,68
M1-B00458---- 12 004,MB02,CarbonBlack,OilWet,2025~1742917,2025~1742917,3,25.24736111111111,44.16666666666666,15.73,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,26.0,10.0,24.0,32.0,145.0,0.3,4.0,40.0,0.0,0.0,25.05,0,0,0,20
M1-B00458---- 12 004,MB02,CarbonBlack,OilWet,2025~1711196,2025~1711196,3,25.25888888888889,40.10333333333333,15.69,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,26.0,5.0,32.0,37.0,145.0,3.5,7.0,39.0,0.0,0.0,21.85,0,0,0,39
M1-B00458---- 12 004,MB02,CarbonBlack,OilWet,2025~1722283,2025~1722283,1,25.281805555555554,38.75,15.61,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,46.0,25.0,5.0,29.0,37.0,145.0,0.3,2.0,12.0,0.0,0.0,23.95,0,0,0,30
M1-B00458---- 12 004,MB02,CarbonBlack,OilWet,2025~1733247,2025~1733247,3,25.28486111111111,40.79333333333333,15.6,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,26.0,13.0,26.0,33.0,145.0,7.0,36.0,40.0,0.0,0.0,23.65,0,0,0,25
M1-B00458---- 12 004,MB02,CarbonBlack,OilWet,2160870,2160870,4,25.31138888888889,40.46333333333333,15.51,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,22.0,5.0,33.0,43.0,145.0,15.5,11.0,46.0,0.0,0.0,22.7,0,0,0,-204
M1-B00458---- 12 004,MB02,CarbonBlack,OilWet,1844491,1844491,1,25.325694444444444,42.583333333333336,15.47,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,46.0,25.0,5.0,25.0,37.0,145.0,15.9,38.0,19.0,0.0,0.0,20.95,0,0,0,-34
M1-B00458---- 12 004,MB02,CarbonBlack,OilWet,1836265,1836265,3,25.328124553411932,41.22,15.46,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,46.0,25.0,9.0,22.0,37.0,145.0,7.1,27.0,34.0,0.0,0.0,23.0,0,0,0,-27
M1-B00458---- 12 004,MB02,CarbonBlack,OilWet,2025~1731325,2025~1731325,8,25.06527777777778,38.19,12.61,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,25.0,3.0,32.0,33.0,145.0,7.0,36.0,25.0,0.0,0.0,23.65,0,0,0,26
M1-B00458---- 12 004,MB02,CarbonBlack,OilWet,1836818,1836818,2,25.0825,40.016666666666666,12.55,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,26.0,5.0,24.0,36.0,145.0,10.4,33.0,11.0,0.0,0.0,20.2,0,0,0,-28
M1-B00458---- 12 004,MB02,CarbonBlack,OilWet,1885820,1885820,2,25.086666666666666,42.47666666666667,12.53,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,25.0,5.0,22.0,48.0,145.0,17.2,32.0,10.0,0.0,0.0,23.65,0,0,0,-56
M1-B00458---- 12 004,MB02,CarbonBlack,OilWet,2025~1742938,2025~1742938,3,25.091738605906297,44.1,12.51,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,26.0,10.0,23.0,31.0,145.0,1.7,21.0,21.0,0.0,0.0,23.0,0,0,0,20
M1-B00458---- 12 004,MB02,CarbonBlack,OilWet,2025~1734360,2025~1734360,1,25.1025,40.92333333333334,12.48,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,25.0,11.0,23.0,33.0,145.0,6.0,32.0,36.0,0.0,0.0,21.225,0,0,0,24
M1-B00458---- 12 004,MB02,CarbonBlack,OilWet,1846817,1846817,1,25.143194444444443,42.873333333333335,12.33,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,26.0,8.0,21.0,38.0,145.0,15.9,38.0,32.0,0.0,0.0,20.95,0,0,0,-34
M1-B00458---- 12 004,MB02,CarbonBlack,OilWet,2209970,2209970,3,25.14388888888889,41.92,12.33,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,22.0,5.0,30.0,37.0,145.0,8.2,2.0,6.0,0.0,0.0,21.7,0,0,0,-235
M1-B00458---- 12 004,MB02,CarbonBlack,OilWet,1844458,1844458,1,25.152638888888887,42.906666666666666,12.3,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,26.0,5.0,22.0,39.0,145.0,15.9,38.0,32.0,0.0,0.0,20.95,0,0,0,-33
M1-B00458---- 12 004,MB02,CarbonBlack,OilWet,1860237,1860237,3,25.161944444444444,44.88666666666666,12.27,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,26.0,5.0,18.0,47.0,145.0,17.5,31.0,5.0,0.0,0.0,22.75,0,0,0,-43
M1-B00458---- 12 004,MB02,CarbonBlack,OilWet,1889333,1889333,3,25.179166666666667,42.53666666666667,12.21,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,25.0,5.0,26.0,47.0,145.0,20.5,29.0,2.0,0.0,0.0,23.35,0,0,0,-58
M1-B00458---- 12 004,MB02,CarbonBlack,OilWet,2025~1711196,2025~1711196,2,25.184583333333332,40.10333333333333,12.19,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,25.0,12.0,25.0,37.0,145.0,3.5,7.0,10.0,0.0,0.0,21.85,0,0,0,39
