CompoundName,MixerLine,material_system,phase_route,template_id,historical_order_id,historical_batch_number,historical_actual_kwh,historical_actual_mooney,historical_best_actual_saving_pct,candidate_role,profile_Stage2_DryMixing_Duration,profile_Stage3_OilLoading_Duration,profile_Stage4_WetMixing_Duration,profile_Stage5_PID_Duration,profile_Stage6_BottomMixing_Duration,profile_Target_Temperature,context_difference_ambient_temperature_difference,context_difference_ambient_humidity_difference,context_difference_material_initial_temperature_difference,context_difference_batch_weight_difference,context_difference_fill_factor_difference,context_difference_supplier_COA_difference,context_difference_raw_material_lot_difference,context_difference_mixer_line_difference,context_difference_route_difference,context_difference_historical_batch_age_days
M1-B00458---- 12 003,MB02,CarbonBlack,OilWet,2024~1477897,2024~1477897,3,25.396250000000002,37.696666666666665,8.29,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,49.0,26.0,21.0,21.0,43.0,145.0,4.3,22.0,10.0,0.0,0.0,6.7833,0,0,0,-108
M1-B00458---- 12 003,MB02,CarbonBlack,OilWet,2024~1420089,2024~1420089,13,25.400277777777777,37.97,8.28,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,60.0,22.0,5.0,51.0,33.0,145.0,4.9,19.0,16.0,0.0,0.0,5.8333,0,0,0,-78
M1-B00458---- 12 003,MB02,CarbonBlack,OilWet,2024~1494246,2024~1494246,36,25.420694444444443,38.67,8.2,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,50.0,25.0,20.0,27.0,43.0,145.0,0.3,22.0,9.0,0.0,0.0,6.4333,0,0,0,-116
M1-B00458---- 12 003,MB02,CarbonBlack,OilWet,2024~1477897,2024~1477897,4,25.42361111111111,37.696666666666665,8.19,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,50.0,25.0,19.0,26.0,43.0,145.0,4.3,22.0,12.0,0.0,0.0,6.7833,0,0,0,-108
M1-B00458---- 12 003,MB02,CarbonBlack,OilWet,2024~1408814,2024~1408814,2,25.431111111111107,39.34,8.16,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,60.0,22.0,5.0,58.0,34.0,145.0,5.1,16.0,7.0,0.0,0.0,4.9833,0,0,0,-74
M1-B00458---- 12 003,MB02,CarbonBlack,OilWet,2024~1526686,2024~1526686,2,25.433055555555555,39.525000000000006,8.16,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,46.0,25.0,5.0,31.0,42.0,145.0,2.5,21.0,4.0,0.0,0.0,2.5,0,0,0,-134
M1-B00458---- 12 003,MB02,CarbonBlack,OilWet,2024~1528599,2024~1528599,3,25.445416666666667,40.803333333333335,8.11,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,26.0,18.0,23.0,42.0,145.0,3.0,24.0,4.0,0.0,0.0,9.3583,0,0,0,-135
M1-B00458---- 12 003,MB02,CarbonBlack,OilWet,2024~1518926,2024~1518926,3,25.448055555555555,38.09333333333333,8.1,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,49.0,26.0,19.0,22.0,44.0,145.0,4.0,13.0,6.0,0.0,0.0,9.2833,0,0,0,-130
M1-B00458---- 12 003,MB02,CarbonBlack,OilWet,2024~1495428,2024~1495428,14,25.465694444444445,37.49,8.04,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,49.0,25.0,19.0,24.0,44.0,145.0,5.0,10.0,3.0,0.0,0.0,0.2667,0,0,0,-120
M1-B00458---- 12 003,MB02,CarbonBlack,OilWet,2024~1528581,2024~1528581,2,25.469166666666666,39.86,8.03,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,46.0,25.0,18.0,23.0,43.0,145.0,3.0,24.0,11.0,0.0,0.0,2.0167,0,0,0,-135
M1-B00458---- 12 003,MB02,CarbonBlack,OilWet,2024~1528581,2024~1528581,3,25.480555555555558,39.86,7.99,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,25.0,5.0,34.0,43.0,145.0,3.0,24.0,6.0,0.0,0.0,2.0167,0,0,0,-135
M1-B00458---- 12 003,MB02,CarbonBlack,OilWet,2024~1297030,2024~1297030,4,25.489391435703755,41.766666666666666,7.95,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,51.0,22.0,26.0,19.0,55.0,145.0,5.7,8.0,9.0,0.0,0.0,8.4333,0,0,0,-11
M1-B00458---- 12 003,MB02,CarbonBlack,OilWet,2024~1477897,2024~1477897,2,25.492916666666666,37.696666666666665,7.94,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,49.0,26.0,21.0,21.0,43.0,145.0,4.3,22.0,10.0,0.0,0.0,6.7833,0,0,0,-108
M1-B00458---- 12 003,MB02,CarbonBlack,OilWet,2024~1420089,2024~1420089,14,25.497083333333332,37.97,7.93,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,60.0,22.0,5.0,56.0,33.0,145.0,4.9,19.0,7.0,0.0,0.0,5.8333,0,0,0,-78
M1-B00458---- 12 003,MB02,CarbonBlack,OilWet,2024~1295960,2024~1295960,15,25.53952514071061,41.68,7.77,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,52.0,21.0,5.0,40.0,55.0,145.0,4.5,16.0,6.0,0.0,0.0,9.4833,0,0,0,-10
M1-B00458---- 12 003,MB02,CarbonBlack,OilWet,2024~1471335,2024~1471335,4,25.54111111111111,42.33,7.77,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,49.0,25.0,5.0,37.0,43.0,145.0,2.2,18.0,7.0,0.0,0.0,7.1333,0,0,0,-105
M1-B00458---- 12 003,MB02,CarbonBlack,OilWet,2024~1294778,2024~1294778,7,25.54236448809586,38.17,7.76,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,52.0,21.0,24.0,17.0,56.0,145.0,3.8,12.0,9.0,0.0,0.0,7.6833,0,0,0,-9
M1-B00458---- 12 003,MB02,CarbonBlack,OilWet,2024~1490281,2024~1490281,4,25.556944444444447,38.473333333333336,7.71,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,49.0,26.0,5.0,36.0,43.0,145.0,2.7,17.0,16.0,0.0,0.0,7.9833,0,0,0,-114
M1-B00458---- 12 003,MB02,CarbonBlack,OilWet,2024~1520246,2024~1520246,2,25.380277777777778,38.47,1.14,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,49.0,26.0,19.0,23.0,43.0,145.0,3.2,4.0,3.0,0.0,0.0,1.1667,0,0,0,-131
M1-B00458---- 12 003,MB02,CarbonBlack,OilWet,2024~1530164,2024~1530164,3,25.391666666666666,39.88,1.1,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,25.0,16.0,23.0,42.0,145.0,2.3,29.0,3.0,0.0,0.0,7.4083,0,0,0,-136
M1-B00458---- 12 003,MB02,CarbonBlack,OilWet,2024~1477897,2024~1477897,3,25.396250000000002,37.696666666666665,1.08,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,49.0,26.0,21.0,21.0,43.0,145.0,4.3,22.0,7.0,0.0,0.0,6.7833,0,0,0,-108
M1-B00458---- 12 003,MB02,CarbonBlack,OilWet,2024~1420089,2024~1420089,13,25.400277777777777,37.97,1.06,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,60.0,22.0,5.0,51.0,33.0,145.0,4.9,19.0,13.0,0.0,0.0,5.8333,0,0,0,-78
M1-B00458---- 12 003,MB02,CarbonBlack,OilWet,2024~1494246,2024~1494246,36,25.420694444444443,38.67,0.98,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,50.0,25.0,20.0,27.0,43.0,145.0,0.3,22.0,6.0,0.0,0.0,6.4333,0,0,0,-116
M1-B00458---- 12 003,MB02,CarbonBlack,OilWet,2024~1477897,2024~1477897,4,25.42361111111111,37.696666666666665,0.97,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,50.0,25.0,19.0,26.0,43.0,145.0,4.3,22.0,9.0,0.0,0.0,6.7833,0,0,0,-108
M1-B00458---- 12 003,MB02,CarbonBlack,OilWet,2024~1408814,2024~1408814,2,25.431111111111107,39.34,0.94,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,60.0,22.0,5.0,58.0,34.0,145.0,5.1,16.0,4.0,0.0,0.0,4.9833,0,0,0,-74
M1-B00458---- 12 003,MB02,CarbonBlack,OilWet,2024~1526686,2024~1526686,2,25.433055555555555,39.525000000000006,0.93,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,46.0,25.0,5.0,31.0,42.0,145.0,2.5,21.0,1.0,0.0,0.0,2.5,0,0,0,-134
M1-B00458---- 12 003,MB02,CarbonBlack,OilWet,2024~1528599,2024~1528599,3,25.445416666666667,40.803333333333335,0.89,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,26.0,18.0,23.0,42.0,145.0,3.0,24.0,1.0,0.0,0.0,9.3583,0,0,0,-135
M1-B00458---- 12 003,MB02,CarbonBlack,OilWet,2024~1518926,2024~1518926,3,25.448055555555555,38.09333333333333,0.88,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,49.0,26.0,19.0,22.0,44.0,145.0,4.0,13.0,3.0,0.0,0.0,9.2833,0,0,0,-130
M1-B00458---- 12 003,MB02,CarbonBlack,OilWet,2024~1495428,2024~1495428,14,25.465694444444445,37.49,0.81,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,49.0,25.0,19.0,24.0,44.0,145.0,5.0,10.0,0.0,0.0,0.0,0.2667,0,0,0,-120
M1-B00458---- 12 003,MB02,CarbonBlack,OilWet,2024~1528581,2024~1528581,2,25.469166666666666,39.86,0.79,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,46.0,25.0,18.0,23.0,43.0,145.0,3.0,24.0,8.0,0.0,0.0,2.0167,0,0,0,-135
M1-B00458---- 12 003,MB02,CarbonBlack,OilWet,2024~1528581,2024~1528581,3,25.480555555555558,39.86,0.75,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,25.0,5.0,34.0,43.0,145.0,3.0,24.0,3.0,0.0,0.0,2.0167,0,0,0,-135
M1-B00458---- 12 003,MB02,CarbonBlack,OilWet,2024~1297030,2024~1297030,4,25.489391435703755,41.766666666666666,0.72,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,51.0,22.0,26.0,19.0,55.0,145.0,5.7,8.0,6.0,0.0,0.0,8.4333,0,0,0,-11
M1-B00458---- 12 003,MB02,CarbonBlack,OilWet,2024~1477897,2024~1477897,2,25.492916666666666,37.696666666666665,0.7,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,49.0,26.0,21.0,21.0,43.0,145.0,4.3,22.0,7.0,0.0,0.0,6.7833,0,0,0,-108
M1-B00458---- 12 003,MB02,CarbonBlack,OilWet,2024~1420089,2024~1420089,14,25.497083333333332,37.97,0.69,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,60.0,22.0,5.0,56.0,33.0,145.0,4.9,19.0,4.0,0.0,0.0,5.8333,0,0,0,-78
M1-B00458---- 12 003,MB02,CarbonBlack,OilWet,2024~1295960,2024~1295960,15,25.53952514071061,41.68,0.52,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,52.0,21.0,5.0,40.0,55.0,145.0,4.5,16.0,3.0,0.0,0.0,9.4833,0,0,0,-10
M1-B00458---- 12 003,MB02,CarbonBlack,OilWet,2024~1471335,2024~1471335,4,25.54111111111111,42.33,0.51,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,49.0,25.0,5.0,37.0,43.0,145.0,2.2,18.0,4.0,0.0,0.0,7.1333,0,0,0,-105
M1-B00458---- 12 003,MB02,CarbonBlack,OilWet,2024~1294778,2024~1294778,7,25.54236448809586,38.17,0.51,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,52.0,21.0,24.0,17.0,56.0,145.0,3.8,12.0,6.0,0.0,0.0,7.6833,0,0,0,-9
M1-B00458---- 12 003,MB02,CarbonBlack,OilWet,2024~1490281,2024~1490281,4,25.556944444444447,38.473333333333336,0.45,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,49.0,26.0,5.0,36.0,43.0,145.0,2.7,17.0,13.0,0.0,0.0,7.9833,0,0,0,-114
M1-B00458---- 12 003,MB02,CarbonBlack,OilWet,2024~1520246,2024~1520246,2,25.380277777777778,38.47,2.53,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,49.0,26.0,19.0,23.0,43.0,145.0,3.2,4.0,2.0,0.0,0.0,1.1667,0,0,0,-131
M1-B00458---- 12 003,MB02,CarbonBlack,OilWet,2024~1530164,2024~1530164,3,25.391666666666666,39.88,2.49,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,25.0,16.0,23.0,42.0,145.0,2.3,29.0,4.0,0.0,0.0,7.4083,0,0,0,-136
M1-B00458---- 12 003,MB02,CarbonBlack,OilWet,2024~1477897,2024~1477897,3,25.396250000000002,37.696666666666665,2.47,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,49.0,26.0,21.0,21.0,43.0,145.0,4.3,22.0,6.0,0.0,0.0,6.7833,0,0,0,-108
M1-B00458---- 12 003,MB02,CarbonBlack,OilWet,2024~1420089,2024~1420089,13,25.400277777777777,37.97,2.46,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,60.0,22.0,5.0,51.0,33.0,145.0,4.9,19.0,12.0,0.0,0.0,5.8333,0,0,0,-78
M1-B00458---- 12 003,MB02,CarbonBlack,OilWet,2024~1494246,2024~1494246,36,25.420694444444443,38.67,2.38,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,50.0,25.0,20.0,27.0,43.0,145.0,0.3,22.0,5.0,0.0,0.0,6.4333,0,0,0,-116
M1-B00458---- 12 003,MB02,CarbonBlack,OilWet,2024~1477897,2024~1477897,4,25.42361111111111,37.696666666666665,2.37,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,50.0,25.0,19.0,26.0,43.0,145.0,4.3,22.0,8.0,0.0,0.0,6.7833,0,0,0,-108
M1-B00458---- 12 003,MB02,CarbonBlack,OilWet,2024~1408814,2024~1408814,2,25.431111111111107,39.34,2.34,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,60.0,22.0,5.0,58.0,34.0,145.0,5.1,16.0,3.0,0.0,0.0,4.9833,0,0,0,-74
M1-B00458---- 12 003,MB02,CarbonBlack,OilWet,2024~1526686,2024~1526686,2,25.433055555555555,39.525000000000006,2.33,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,46.0,25.0,5.0,31.0,42.0,145.0,2.5,21.0,0.0,0.0,0.0,2.5,0,0,0,-134
M1-B00458---- 12 003,MB02,CarbonBlack,OilWet,2024~1528599,2024~1528599,3,25.445416666666667,40.803333333333335,2.28,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,26.0,18.0,23.0,42.0,145.0,3.0,24.0,0.0,0.0,0.0,9.3583,0,0,0,-135
M1-B00458---- 12 003,MB02,CarbonBlack,OilWet,2024~1518926,2024~1518926,3,25.448055555555555,38.09333333333333,2.27,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,49.0,26.0,19.0,22.0,44.0,145.0,4.0,13.0,2.0,0.0,0.0,9.2833,0,0,0,-130
M1-B00458---- 12 003,MB02,CarbonBlack,OilWet,2024~1495428,2024~1495428,14,25.465694444444445,37.49,2.21,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,49.0,25.0,19.0,24.0,44.0,145.0,5.0,10.0,1.0,0.0,0.0,0.2667,0,0,0,-120
M1-B00458---- 12 003,MB02,CarbonBlack,OilWet,2024~1528581,2024~1528581,2,25.469166666666666,39.86,2.19,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,46.0,25.0,18.0,23.0,43.0,145.0,3.0,24.0,7.0,0.0,0.0,2.0167,0,0,0,-135
M1-B00458---- 12 003,MB02,CarbonBlack,OilWet,2024~1528581,2024~1528581,3,25.480555555555558,39.86,2.15,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,25.0,5.0,34.0,43.0,145.0,3.0,24.0,2.0,0.0,0.0,2.0167,0,0,0,-135
M1-B00458---- 12 003,MB02,CarbonBlack,OilWet,2024~1297030,2024~1297030,4,25.489391435703755,41.766666666666666,2.11,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,51.0,22.0,26.0,19.0,55.0,145.0,5.7,8.0,5.0,0.0,0.0,8.4333,0,0,0,-11
M1-B00458---- 12 003,MB02,CarbonBlack,OilWet,2024~1477897,2024~1477897,2,25.492916666666666,37.696666666666665,2.1,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,49.0,26.0,21.0,21.0,43.0,145.0,4.3,22.0,6.0,0.0,0.0,6.7833,0,0,0,-108
M1-B00458---- 12 003,MB02,CarbonBlack,OilWet,2024~1420089,2024~1420089,14,25.497083333333332,37.97,2.08,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,60.0,22.0,5.0,56.0,33.0,145.0,4.9,19.0,3.0,0.0,0.0,5.8333,0,0,0,-78
M1-B00458---- 12 003,MB02,CarbonBlack,OilWet,2024~1295960,2024~1295960,15,25.53952514071061,41.68,1.92,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,52.0,21.0,5.0,40.0,55.0,145.0,4.5,16.0,2.0,0.0,0.0,9.4833,0,0,0,-10
M1-B00458---- 12 003,MB02,CarbonBlack,OilWet,2024~1471335,2024~1471335,4,25.54111111111111,42.33,1.92,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,49.0,25.0,5.0,37.0,43.0,145.0,2.2,18.0,3.0,0.0,0.0,7.1333,0,0,0,-105
M1-B00458---- 12 003,MB02,CarbonBlack,OilWet,2024~1294778,2024~1294778,7,25.54236448809586,38.17,1.91,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,52.0,21.0,24.0,17.0,56.0,145.0,3.8,12.0,5.0,0.0,0.0,7.6833,0,0,0,-9
M1-B00458---- 12 003,MB02,CarbonBlack,OilWet,2024~1490281,2024~1490281,4,25.556944444444447,38.473333333333336,1.85,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,49.0,26.0,5.0,36.0,43.0,145.0,2.7,17.0,12.0,0.0,0.0,7.9833,0,0,0,-114
M1-B00458---- 12 003,MB02,CarbonBlack,OilWet,2024~1520246,2024~1520246,2,25.380277777777778,38.47,10.9,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,49.0,26.0,19.0,23.0,43.0,145.0,1.9,0.0,22.0,0.0,0.0,0.8,0,0,0,-132
M1-B00458---- 12 003,MB02,CarbonBlack,OilWet,2024~1530164,2024~1530164,3,25.391666666666666,39.88,10.86,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,25.0,16.0,23.0,42.0,145.0,1.0,25.0,16.0,0.0,0.0,5.4417,0,0,0,-137
M1-B00458---- 12 003,MB02,CarbonBlack,OilWet,2024~1477897,2024~1477897,3,25.396250000000002,37.696666666666665,10.84,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,49.0,26.0,21.0,21.0,43.0,145.0,5.6,18.0,26.0,0.0,0.0,4.8167,0,0,0,-109
M1-B00458---- 12 003,MB02,CarbonBlack,OilWet,2024~1420089,2024~1420089,13,25.400277777777777,37.97,10.83,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,60.0,22.0,5.0,51.0,33.0,145.0,6.2,15.0,32.0,0.0,0.0,3.8667,0,0,0,-80
M1-B00458---- 12 003,MB02,CarbonBlack,OilWet,2024~1494246,2024~1494246,36,25.420694444444443,38.67,10.75,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,50.0,25.0,20.0,27.0,43.0,145.0,1.6,18.0,25.0,0.0,0.0,4.4667,0,0,0,-117
M1-B00458---- 12 003,MB02,CarbonBlack,OilWet,2024~1477897,2024~1477897,4,25.42361111111111,37.696666666666665,10.74,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,50.0,25.0,19.0,26.0,43.0,145.0,5.6,18.0,28.0,0.0,0.0,4.8167,0,0,0,-109
M1-B00458---- 12 003,MB02,CarbonBlack,OilWet,2024~1408814,2024~1408814,2,25.431111111111107,39.34,10.72,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,60.0,22.0,5.0,58.0,34.0,145.0,6.4,12.0,23.0,0.0,0.0,3.0167,0,0,0,-75
M1-B00458---- 12 003,MB02,CarbonBlack,OilWet,2024~1526686,2024~1526686,2,25.433055555555555,39.525000000000006,10.71,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,46.0,25.0,5.0,31.0,42.0,145.0,1.2,17.0,20.0,0.0,0.0,0.5333,0,0,0,-135
M1-B00458---- 12 003,MB02,CarbonBlack,OilWet,2024~1528599,2024~1528599,3,25.445416666666667,40.803333333333335,10.67,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,26.0,18.0,23.0,42.0,145.0,1.7,20.0,20.0,0.0,0.0,7.3917,0,0,0,-136
M1-B00458---- 12 003,MB02,CarbonBlack,OilWet,2024~1518926,2024~1518926,3,25.448055555555555,38.09333333333333,10.66,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,49.0,26.0,19.0,22.0,44.0,145.0,2.7,9.0,22.0,0.0,0.0,7.3167,0,0,0,-131
M1-B00458---- 12 003,MB02,CarbonBlack,OilWet,2024~1495428,2024~1495428,14,25.465694444444445,37.49,10.6,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,49.0,25.0,19.0,24.0,44.0,145.0,3.7,6.0,19.0,0.0,0.0,2.2333,0,0,0,-121
M1-B00458---- 12 003,MB02,CarbonBlack,OilWet,2024~1528581,2024~1528581,2,25.469166666666666,39.86,10.58,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,46.0,25.0,18.0,23.0,43.0,145.0,1.7,20.0,27.0,0.0,0.0,0.05,0,0,0,-136
M1-B00458---- 12 003,MB02,CarbonBlack,OilWet,2024~1528581,2024~1528581,3,25.480555555555558,39.86,10.54,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,25.0,5.0,34.0,43.0,145.0,1.7,20.0,22.0,0.0,0.0,0.05,0,0,0,-136
M1-B00458---- 12 003,MB02,CarbonBlack,OilWet,2024~1297030,2024~1297030,4,25.489391435703755,41.766666666666666,10.51,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,51.0,22.0,26.0,19.0,55.0,145.0,7.0,4.0,25.0,0.0,0.0,6.4667,0,0,0,-12
M1-B00458---- 12 003,MB02,CarbonBlack,OilWet,2024~1477897,2024~1477897,2,25.492916666666666,37.696666666666665,10.5,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,49.0,26.0,21.0,21.0,43.0,145.0,5.6,18.0,26.0,0.0,0.0,4.8167,0,0,0,-109
M1-B00458---- 12 003,MB02,CarbonBlack,OilWet,2024~1420089,2024~1420089,14,25.497083333333332,37.97,10.49,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,60.0,22.0,5.0,56.0,33.0,145.0,6.2,15.0,23.0,0.0,0.0,3.8667,0,0,0,-80
M1-B00458---- 12 003,MB02,CarbonBlack,OilWet,2024~1295960,2024~1295960,15,25.53952514071061,41.68,10.34,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,52.0,21.0,5.0,40.0,55.0,145.0,5.8,12.0,22.0,0.0,0.0,7.5167,0,0,0,-11
M1-B00458---- 12 003,MB02,CarbonBlack,OilWet,2024~1471335,2024~1471335,4,25.54111111111111,42.33,10.33,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,49.0,25.0,5.0,37.0,43.0,145.0,3.5,14.0,23.0,0.0,0.0,5.1667,0,0,0,-106
M1-B00458---- 12 003,MB02,CarbonBlack,OilWet,2024~1294778,2024~1294778,7,25.54236448809586,38.17,10.33,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,52.0,21.0,24.0,17.0,56.0,145.0,5.1,8.0,25.0,0.0,0.0,5.7167,0,0,0,-10
M1-B00458---- 12 003,MB02,CarbonBlack,OilWet,2024~1475240,2024~1475240,3,25.555694444444445,43.19333333333333,10.28,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,49.0,26.0,16.0,25.0,43.0,145.0,5.6,19.0,26.0,0.0,0.0,5.1667,0,0,0,-108
M1-B00458---- 12 003,MB02,CarbonBlack,OilWet,2024~1520246,2024~1520246,2,25.380277777777778,38.47,7.48,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,49.0,26.0,19.0,23.0,43.0,145.0,1.9,0.0,4.0,0.0,0.0,0.8,0,0,0,-132
M1-B00458---- 12 003,MB02,CarbonBlack,OilWet,2024~1530164,2024~1530164,3,25.391666666666666,39.88,7.44,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,25.0,16.0,23.0,42.0,145.0,1.0,25.0,10.0,0.0,0.0,5.4417,0,0,0,-137
M1-B00458---- 12 003,MB02,CarbonBlack,OilWet,2024~1477897,2024~1477897,3,25.396250000000002,37.696666666666665,7.43,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,49.0,26.0,21.0,21.0,43.0,145.0,5.6,18.0,0.0,0.0,0.0,4.8167,0,0,0,-109
M1-B00458---- 12 003,MB02,CarbonBlack,OilWet,2024~1420089,2024~1420089,13,25.400277777777777,37.97,7.41,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,60.0,22.0,5.0,51.0,33.0,145.0,6.2,15.0,6.0,0.0,0.0,3.8667,0,0,0,-80
M1-B00458---- 12 003,MB02,CarbonBlack,OilWet,2024~1494246,2024~1494246,36,25.420694444444443,38.67,7.34,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,50.0,25.0,20.0,27.0,43.0,145.0,1.6,18.0,1.0,0.0,0.0,4.4667,0,0,0,-117
M1-B00458---- 12 003,MB02,CarbonBlack,OilWet,2024~1477897,2024~1477897,4,25.42361111111111,37.696666666666665,7.33,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,50.0,25.0,19.0,26.0,43.0,145.0,5.6,18.0,2.0,0.0,0.0,4.8167,0,0,0,-109
M1-B00458---- 12 003,MB02,CarbonBlack,OilWet,2024~1408814,2024~1408814,2,25.431111111111107,39.34,7.3,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,60.0,22.0,5.0,58.0,34.0,145.0,6.4,12.0,3.0,0.0,0.0,3.0167,0,0,0,-75
M1-B00458---- 12 003,MB02,CarbonBlack,OilWet,2024~1526686,2024~1526686,2,25.433055555555555,39.525000000000006,7.29,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,46.0,25.0,5.0,31.0,42.0,145.0,1.2,17.0,6.0,0.0,0.0,0.5333,0,0,0,-135
M1-B00458---- 12 003,MB02,CarbonBlack,OilWet,2024~1528599,2024~1528599,3,25.445416666666667,40.803333333333335,7.25,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,26.0,18.0,23.0,42.0,145.0,1.7,20.0,6.0,0.0,0.0,7.3917,0,0,0,-136
M1-B00458---- 12 003,MB02,CarbonBlack,OilWet,2024~1518926,2024~1518926,3,25.448055555555555,38.09333333333333,7.24,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,49.0,26.0,19.0,22.0,44.0,145.0,2.7,9.0,4.0,0.0,0.0,7.3167,0,0,0,-131
M1-B00458---- 12 003,MB02,CarbonBlack,OilWet,2024~1495428,2024~1495428,14,25.465694444444445,37.49,7.17,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,49.0,25.0,19.0,24.0,44.0,145.0,3.7,6.0,7.0,0.0,0.0,2.2333,0,0,0,-121
